"ProbeID","Expression"
"1553011_at",3.504538864
"1553013_at",2.188296857
"1553015_a_at",3.308322078
"1553016_at",1.627981535
"1553019_at",1.958458913
"1553020_at",1.807883254
"1553021_s_at",1.627328146
"1553022_at",1.583554174
"1553023_a_at",1.945142439
"1553024_at",1.367332435
"1553025_at",1.552982861
"1553027_a_at",1.850990983
"1553028_at",1.846706086
"1553030_a_at",1.90306611
"1553031_at",1.747623975
"1553032_at",1.911575655
"1553033_at",1.805897719
"1553034_at",3.915369354
"1553036_at",1.311161276
"1553037_a_at",2.193491646
"1553039_a_at",0.917275841
"1553041_at",2.12074718
"1553042_a_at",2.356926105
"1553043_a_at",7.865400736
"1553044_at",1.767842235
"1553045_at",2.330210772
"1553046_s_at",3.233202876
"1553047_at",2.364825015
"1553048_a_at",1.784027446
"1553051_s_at",2.62878682
"1553052_at",1.903776099
"1553053_at",2.103225754
"1553055_a_at",3.018296191
"1553057_at",2.198065315
"1553058_at",2.356037037
"1553059_at",1.804266661
"1553060_at",2.559960235
"1553061_at",1.744134311
"1553062_at",2.775339949
"1553063_at",3.089265947
"1553064_at",2.778827445
"1553066_at",1.669011955
"1553067_a_at",1.961881746
"1553069_at",1.354679596
"1553070_a_at",1.249270337
"1553071_a_at",2.432164427
"1553072_at",1.785036757
"1553074_at",2.395040369
"1553075_a_at",2.256910344
"1553076_at",1.701913818
"1553077_at",1.451979349
"1553078_at",1.824138606
"1553079_at",2.274027939
"1553080_at",1.776928773
"1553081_at",2.616128538
"1553082_at",1.656649835
"1553083_at",1.920961999
"1553084_at",1.87869803
"1553086_at",1.470134385
"1553087_at",2.116420713
"1553088_a_at",3.116310479
"1553089_a_at",2.327803173
"1553093_a_at",2.482080768
"1553094_at",3.130816207
"1553096_s_at",4.058102704
"1553099_at",2.866737084
"1553101_a_at",5.450671777
"1553102_a_at",7.725931773
"1553103_at",5.75914742
"1553105_s_at",1.418821641
"1553106_at",2.32181356
"1553107_s_at",2.677101465
"1553108_at",2.523813084
"1553111_a_at",4.325870636
"1553112_s_at",2.915291626
"1553113_s_at",6.129854847
"1553114_a_at",3.119308642
"1553115_at",2.168164754
"1553117_a_at",5.912090679
"1553118_at",5.029384666
"1553120_at",1.357537317
"1553122_s_at",2.142118151
"1553123_at",3.665462408
"1553125_x_at",3.593148327
"1553126_a_at",1.425330087
"1553127_a_at",3.439015648
"1553129_at",1.874998211
"1553130_at",3.176079858
"1553131_a_at",1.772736797
"1553132_a_at",5.556337875
"1553133_at",5.304809756
"1553134_s_at",2.047280981
"1553136_at",1.913108508
"1553137_s_at",1.788952788
"1553138_a_at",2.575978727
"1553139_s_at",1.492442446
"1553140_at",2.143683001
"1553141_at",1.715030813
"1553142_at",1.997463422
"1553145_at",5.338681257
"1553146_at",1.77955912
"1553147_at",1.657125265
"1553148_a_at",3.624836882
"1553150_at",2.461562613
"1553151_at",2.505207602
"1553153_at",2.993346354
"1553155_x_at",2.645379719
"1553156_at",2.48486717
"1553157_at",2.096176008
"1553158_at",5.85536889
"1553159_at",2.834409821
"1553162_x_at",2.16502744
"1553163_at",2.720668491
"1553165_at",4.069079117
"1553166_at",2.316921414
"1553167_a_at",2.70005816
"1553168_at",1.420355503
"1553169_at",1.476344408
"1553171_x_at",1.773761045
"1553172_at",3.147586975
"1553174_at",1.632132131
"1553175_s_at",2.730725275
"1553176_at",2.238666602
"1553177_at",6.561280405
"1553178_a_at",1.38923385
"1553179_at",2.463317797
"1553180_at",2.533510138
