"ProbeID","Expression"
"1553044_at",4.457264476
"1553045_at",3.91847423
"1553046_s_at",8.248774249
"1553047_at",6.512114601
"1553048_a_at",4.711559139
"1553051_s_at",4.484833818
"1553052_at",3.351320052
"1553053_at",4.836668775
"1553055_a_at",4.763297147
"1553057_at",4.143976324
"1553058_at",4.483346978
"1553059_at",3.644460224
"1553060_at",6.310444012
"1553061_at",3.951765707
"1553062_at",4.409839814
"1553063_at",5.778818637
"1553064_at",4.679573303
"1553066_at",4.705040503
"1553067_a_at",5.152654091
"1553069_at",3.596011063
"1553070_a_at",3.54925192
"1553071_a_at",4.473277943
"1553072_at",3.904248877
"1553074_at",3.447585087
"1553075_a_at",2.549563925
"1553076_at",3.646273605
"1553077_at",3.522179902
"1553078_at",4.17028748
"1553079_at",3.458135238
"1553080_at",3.401505313
"1553081_at",5.271479019
"1553082_at",4.495607059
"1553083_at",5.304848153
"1553084_at",2.396762545
"1553086_at",2.587843249
"1553087_at",4.333846486
"1553088_a_at",6.535441725
"1553089_a_at",4.608201387
"1553093_a_at",3.255170579
"1553094_at",4.657645642
"1553096_s_at",7.390811508
"1553099_at",3.083910014
"1553101_a_at",8.336586018
"1553102_a_at",6.893564243
"1553103_at",5.236184603
"1553105_s_at",2.707796511
"1553106_at",2.823767918
"1553107_s_at",6.681852459
"1553108_at",3.584981354
"1553111_a_at",4.781232887
"1553112_s_at",4.528927323
"1553113_s_at",4.268326684
"1553114_a_at",7.811464121
"1553115_at",5.883228291
"1553117_a_at",7.280268211
"1553118_at",6.651639348
"1553120_at",3.016852271
"1553122_s_at",2.676040471
"1553123_at",4.215803565
"1553125_x_at",4.382007774
"1553126_a_at",2.610286349
"1553127_a_at",3.250081618
"1553129_at",2.660847601
"1553130_at",6.469947517
"1553131_a_at",5.197920365
"1553132_a_at",4.027564813
"1553133_at",5.350328114
"1553134_s_at",2.823673412
"1553136_at",6.275194335
"1553137_s_at",3.473153976
"1553138_a_at",3.511080329
"1553139_s_at",4.370710862
"1553140_at",2.945106367
"1553141_at",4.276964065
"1553142_at",2.505165888
"1553145_at",5.108425855
"1553146_at",3.429320355
"1553147_at",2.842934166
"1553148_a_at",4.137563175
"1553150_at",3.011133492
"1553151_at",3.087488349
"1553153_at",6.876741767
"1553155_x_at",7.038173217
"1553156_at",3.768425009
"1553157_at",3.697960813
"1553158_at",6.652426446
"1553159_at",5.756251413
"1553162_x_at",4.917497763
"1553163_at",6.128435774
"1553165_at",4.739702719
"1553166_at",6.151713987
"1553167_a_at",2.813765524
"1553168_at",4.639500057
"1553169_at",5.29764086
"1553171_x_at",3.840985197
"1553172_at",5.662788606
"1553174_at",5.420974837
"1553175_s_at",4.288083613
"1553176_at",3.195500706
"1553177_at",4.719361647
"1553178_a_at",5.452583293
"1553179_at",4.030912824
"1553180_at",2.293859239
"1553181_at",4.633705654
"1553183_at",3.198721054
"1553185_at",8.335831604
"1553186_x_at",7.779107368
"1553188_s_at",3.392354698
"1553190_s_at",5.366285123
"1553191_at",2.711505445
"1553192_at",2.521405456
"1553193_at",2.236978649
"1553194_at",3.161106773
"1553196_a_at",4.65398515
"1553197_at",2.973763762
"1553199_at",2.371068833
"1553202_at",2.755810949
"1553204_at",5.478697673
"1553205_at",6.737141112
"1553207_at",4.896488782
"1553208_s_at",3.668725832
"1553209_at",4.880540153
"1553211_at",3.55273156
"1553212_at",5.889406081
"1553213_a_at",3.323684673
"1553214_a_at",2.454046781
"1553215_s_at",5.284594077
"1553216_at",3.235877687
"1553217_s_at",3.349704879
"1553218_a_at",6.802063235
"1553219_a_at",4.067086063
"1553220_at",4.204251301
"1553221_at",3.918547551
"1553222_at",8.061537089
"1553224_at",3.133297685
"1553225_s_at",3.713250004
"1553226_at",3.616920623
"1553227_s_at",3.505756867
"1553228_at",2.344260184
"1553229_at",3.175255417
"1553232_at",4.6070015
"1553234_at",4.275369303
"1553235_at",4.41347662
"1553237_x_at",4.827996297
"1553238_a_at",7.578568343
"1553239_at",6.785560844
"1553241_at",3.437055776
"1553243_at",2.899639644
"1553244_at",2.609828556
"1553246_a_at",5.601669936
"1553247_a_at",2.61473133
"1553248_at",4.721976074
"1553249_at",2.955685254
"1553252_a_at",6.167184384
"1553253_at",6.056491838
"1553254_at",3.354308532
"1553255_at",3.316696834
"1553257_at",5.131377164
"1553258_at",4.325572193
"1553260_s_at",2.54206106
"1553261_x_at",2.419099015
"1553262_a_at",7.637566552
"1553263_at",7.050066045
"1553264_a_at",6.805277339
"1553265_at",3.924131688
"1553266_at",2.312830908
"1553267_a_at",3.369835526
"1553268_at",3.881851015
