"ProbeID","Expression"
"1007_s_at",5.67384032306452
"1053_at",6.13601003693548
"117_at",8.7568714193871
"121_at",7.51618870916129
"1255_g_at",2.57896493658065
"1294_at",7.46629916567742
"1316_at",5.18558581032258
"1320_at",3.54055131290323
"1405_i_at",11.1548920245161
"1431_at",3.00298587619355
"1438_at",4.51641837590323
"1487_at",6.84062486967742
"1494_f_at",5.62467211535484
"1552256_a_at",6.1652624586129
"1552257_a_at",6.228723154
"1552258_at",4.23142474983871
"1552261_at",4.06860426290323
"1552263_at",7.85490511087097
"1552264_a_at",8.81087649864516
"1552266_at",3.154035733
"1552269_at",2.94565534032258
"1552271_at",5.25576624825806
"1552272_a_at",4.52078220125806
"1552274_at",7.77654664667742
"1552275_s_at",6.132789421
"1552276_a_at",5.50173860380645
"1552277_a_at",5.56473927254839
"1552278_a_at",3.49009868932258
"1552279_a_at",6.146546694
"1552280_at",3.37646927409677
"1552281_at",6.10062017948387
"1552283_s_at",3.14303831519355
"1552286_at",5.75664509877419
"1552287_s_at",5.81886398083871
"1552288_at",3.42049813587097
"1552289_a_at",5.0539979633871
"1552291_at",6.00811053645161
"1552293_at",4.49677128616129
"1552295_a_at",5.684103014
"1552296_at",2.76563721987097
"1552299_at",3.17913330225806
"1552301_a_at",4.79269422493548
"1552302_at",5.92186966170968
"1552303_a_at",6.08613453203226
"1552304_at",3.1930825876129
"1552306_at",3.33351844616129
"1552307_a_at",5.47608927770968
"1552309_a_at",4.89681205303226
"1552310_at",6.09670055622581
"1552311_a_at",7.0948893293871
"1552312_a_at",4.55900746809677
"1552314_a_at",3.54271548493548
"1552315_at",7.78901797674194
"1552316_a_at",8.373689874
"1552318_at",9.19335388848387
"1552319_a_at",3.54262921435484
"1552320_a_at",3.28689525541935
"1552321_a_at",3.1316408273871
"1552322_at",2.64682094645161
"1552323_s_at",4.33334578990323
"1552325_at",2.55400142232258
"1552326_a_at",3.78055860019355
"1552327_at",3.03232876890323
"1552329_at",4.17186990896774
"1552330_at",5.36442782648387
"1552332_at",6.89395716425806
"1552334_at",5.92883710106452
"1552335_at",5.87179934558065
"1552337_s_at",3.59902603606452
"1552338_at",3.93819436332258
"1552340_at",4.264626066
"1552343_s_at",6.67381512512903
"1552344_s_at",4.47690029587097
"1552347_at",7.0236550556129
"1552348_at",7.66943895532258
"1552349_a_at",4.98314518732258
"1552354_at",4.03335914954839
"1552355_s_at",5.09217290077419
"1552359_at",2.65795146225806
"1552360_a_at",5.33114020825806
"1552362_a_at",5.44013175235484
"1552364_s_at",4.89270305548387
"1552365_at",2.70449288677419
"1552367_a_at",3.04218706480645
"1552368_at",2.85885500183871
"1552370_at",3.47959930954839
"1552372_at",2.43518324877419
"1552373_s_at",2.91689386525806
"1552375_at",5.19951059812903
"1552377_s_at",6.50533911829032
"1552378_s_at",3.28147018409677
"1552379_at",2.30992972864516
"1552381_at",2.5877755483871
"1552383_at",6.27807970312903
"1552384_a_at",3.77773464977419
"1552386_at",8.38749559554839
"1552388_at",5.93878090912903
"1552389_at",2.61149539512903
"1552390_a_at",2.59310651577419
"1552391_at",3.75108902412903
"1552393_at",2.52603225412903
"1552394_a_at",2.64590542103226
"1552395_at",7.54445478648387
"1552396_at",4.52782771048387
"1552398_a_at",8.77646786464516
"1552399_a_at",3.89195665922581
"1552400_a_at",3.70973577387097
"1552401_a_at",2.85130088016129
"1552402_at",3.10407071170968
"1552405_at",4.5372156226129
"1552408_at",3.29477334080645
"1552409_a_at",6.28090663541936
"1552410_at",3.8522934063871
"1552411_at",5.92726204541936
"1552412_a_at",3.04106766822581
"1552414_at",4.11398929125806
"1552415_a_at",4.82688064909677
"1552417_a_at",3.68539704467742
"1552418_at",4.24068338429032
"1552419_s_at",5.7505038116129
"1552421_a_at",2.82048032364516
"1552422_at",4.05009716070968
"1552423_at",5.76914556154839
"1552424_at",3.21009654003226
"1552425_a_at",3.55477776806452
"1552426_a_at",8.48194649841935
