ProbeID,Expression
226879_at,0.000000000
205844_at,5.199775691
227867_at,0.000000000
244599_at,0.000000000
218764_at,0.000000000
202208_s_at,0.000000000
212414_s_at,0.000000000
213193_x_at,0.000000000
228442_at,0.000000000
216033_s_at,0.000000000
1553681_a_at,0.000000000
224581_s_at,0.000000000
241435_at,0.000000000
202731_at,0.000000000
211902_x_at,0.000000000
209671_x_at,0.000000000
211561_x_at,0.000000000
225006_x_at,0.000000000
209504_s_at,0.000000000
203127_s_at,0.000000000
221536_s_at,0.000000000
222494_at,0.000000000
220615_s_at,0.000000000
52940_at,0.000000000
1557852_at,0.000000000
202481_at,0.000000000
206761_at,0.000000000
222266_at,0.000000000
236210_at,0.000000000
200965_s_at,0.000000000
1570588_at,0.000000000
216236_s_at,0.000000000
214032_at,0.000000000
215193_x_at,0.000000000
1568830_at,4.897995221
230489_at,0.000000000
239278_at,0.000000000
230383_x_at,0.000000000
204197_s_at,0.000000000
200984_s_at,0.000000000
207351_s_at,0.000000000
204198_s_at,0.000000000
1552554_a_at,4.292489359
238439_at,4.774525977
202968_s_at,0.000000000
203130_s_at,0.000000000
222895_s_at,8.011866462
222934_s_at,0.000000000
202524_s_at,0.000000000
211596_s_at,0.000000000
211413_s_at,0.000000000
212068_s_at,0.000000000
240102_at,0.000000000
218918_at,0.000000000
203725_at,6.047415770
1556055_at,0.000000000
216950_s_at,0.000000000
211372_s_at,7.679598621
217760_at,0.000000000
219607_s_at,4.814892008
219045_at,0.000000000
225224_at,0.000000000
210140_at,0.000000000
202207_at,0.000000000
218754_at,0.000000000
1559425_at,0.000000000
209409_at,4.774525977
225499_at,0.000000000
213135_at,0.000000000
212846_at,0.000000000
206111_at,7.664578148
219812_at,0.000000000
218092_s_at,0.000000000
236280_at,0.000000000
211275_s_at,8.669160560
1569599_at,2.816592764
205922_at,0.000000000
231207_at,0.000000000
212823_s_at,0.000000000
212787_at,0.000000000
1555728_a_at,4.513031396
209440_at,0.000000000
201934_at,0.000000000
210915_x_at,0.000000000
225510_at,0.000000000
227093_at,0.000000000
204891_s_at,0.000000000
206618_at,4.855312063
212375_at,0.000000000
202326_at,0.000000000
210972_x_at,8.587177236
1558549_s_at,4.717488869
226682_at,0.000000000
221511_x_at,0.000000000
242714_at,0.000000000
228758_at,0.000000000
1555938_x_at,0.000000000
209368_at,0.000000000
221602_s_at,0.000000000
223228_at,0.000000000
